rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students
251–300,University of South Florida,53.1–55.8,31.7,36.4,87.6,99.9,66.7,"40,379",19,13%
251–300,Stony Brook University,53.1–55.8,43.6,29.7,81.4,66.5,78.8,"25,825",10.5,19%
251–300,University of Stuttgart,53.1–55.8,44.8,49.5,63.1,99.6,58.9,"15,152",25.3,20%
251–300,University of Surrey,53.1–55.8,31.3,34.5,88,73,96.8,"14,630",16.3,33%
251–300,Università della Svizzera italiana,53.1–55.8,34.8,26.4,84,88.3,98.5,"3,714",14,67%
251–300,Swansea University,53.1–55.8,27.6,30.2,89.7,62.8,89.5,"18,505",16.8,21%
251–300,University of Tasmania,53.1–55.8,31.6,38.4,82,70.5,90.9,"16,894",22.5,31%
251–300,Technical University of Darmstadt,53.1–55.8,42.4,48.1,62.6,99.8,65.4,"15,882",37,19%
251–300,TU Wien,53.1–55.8,43.8,44.1,57.6,96.2,86.7,"11,373",19,31%
251–300,Virginia Polytechnic Institute and State University,53.1–55.8,42.5,39.4,78.8,76.7,65.4,"37,225",18.6,13%
251–300,Vita-Salute San Raffaele University,53.1–55.8,34.6,26.9,98.3,66.8,49.8,"4,087",13.9,5%
251–300,Xi’an Jiaotong University,53.1–55.8,46.9,48,70,98.3,37.8,"45,764",14.7,7%
301–350,Beihang University,51.1–53.0,42.9,43.5,68.6,94.7,34.5,"32,854",12.3,4%
301–350,University of Bremen,51.1–53.0,39.8,39,68.8,67.2,65,"12,263",19.5,13%
301–350,University at Buffalo,51.1–53.0,39.9,34.1,76.1,74.8,71.4,"27,086",17.2,12%
301–350,Catholic University of the Sacred Heart,51.1–53.0,35.2,30,89.4,74.5,52.3,"28,830",39.1,7%
301–350,"China Medical University, Taiwan",51.1–53.0,27.3,32.8,92.4,89.9,49.7,"7,110",14.7,7%
301–350,Copenhagen Business School,51.1–53.0,21.1,32.3,92.1,43.8,91.5,"16,785",27.5,23%
301–350,Dalhousie University,51.1–53.0,30.8,31.6,78.9,71.7,89.1,"17,314",14.7,27%
301–350,Drexel University,51.1–53.0,44.1,26,79.6,75.6,62.2,"16,910",11,15%
301–350,University of Dundee,51.1–53.0,26.7,32.1,84.9,83,91.1,"14,145",18.1,25%
301–350,East China Normal University,51.1–53.0,42.7,35.1,76.3,66.3,56.4,"28,787",14.1,8%
301–350,University of Essex,51.1–53.0,30,31.8,81,57.7,97.4,"15,540",16,41%
301–350,Flinders University,51.1–53.0,29.2,35.4,78.4,71,88.9,"17,422",29.4,33%
301–350,University of Galway,51.1–53.0,32.9,33.8,76.7,83,77.6,"15,734",26.1,16%
301–350,Université Grenoble Alpes,51.1–53.0,42.2,37.9,66.9,69.1,71.6,"51,244",18.4,17%
301–350,Hanyang University,51.1–53.0,45.4,40.4,62,99.4,66.5,"19,344",13.2,21%
301–350,Hebrew University of Jerusalem,51.1–53.0,46.4,36.3,68.9,71,46.8,"19,267",8.9,5%
301–350,Hong Kong Baptist University,51.1–53.0,34,28.9,77.2,69.6,97.8,"7,460",10.2,55%
301–350,University of Innsbruck,51.1–53.0,34.4,33.1,70.3,79.6,94.7,"15,315",23.7,48%
301–350,University of Kiel,51.1–53.0,33.3,33.3,81.6,63,62.9,"29,463",23.9,8%
301–350,Kyushu University,51.1–53.0,55,47.5,51.2,98.4,48.8,"18,220",7.7,13%
301–350,University of Liège,51.1–53.0,33.5,38.7,72.7,95.5,73.6,"23,545",29.2,20%
301–350,Montpellier University,51.1–53.0,38.3,35.6,74.7,68.1,68.5,"40,734",20.5,15%
301–350,University of Navarra,51.1–53.0,35.6,30.4,82.3,79.1,74.4,"11,969",14.3,26%
301–350,Northwestern Polytechnical University,51.1–53.0,37.4,40.6,74.7,86.7,48.4,"36,797",14.5,4%
301–350,Norwegian University of Science and Technology,51.1–53.0,36,38.4,74.7,67.8,66.2,"37,865",15,9%
301–350,Oregon Health and Science University,51.1–53.0,39.1,21.3,91.7,86.8,34.6,"2,984",0.9,3%
301–350,University of Otago,51.1–53.0,35.6,35.1,75.8,68.8,81.8,"19,350",20.6,16%
301–350,University of Pavia,51.1–53.0,37.6,32.3,82.7,80.4,50.4,"17,701",31.5,9%
301–350,University of Rome II – Tor Vergata,51.1–53.0,39.9,33.5,74.3,77.5,66.9,"18,480",24,20%
301–350,"Royal Holloway, University of London",51.1–53.0,31.6,29.3,79,63.3,94.6,"11,290",16.1,31%
301–350,"St George’s, University of London",51.1–53.0,23.5,25.8,93.5,66.8,79.5,"3,725",13.1,18%
301–350,Sharif University of Technology,51.1–53.0,39.1,37.4,78.3,86.2,37,"9,389",21.8,2%
301–350,University of South Australia,51.1–53.0,25,36.8,82.5,98.3,83.5,"22,822",30.2,17%
301–350,Southeast University,51.1–53.0,39.9,46.3,68.4,90.4,47.6,"39,637",12.4,4%
301–350,Stellenbosch University,51.1–53.0,33.8,39.5,76.9,89.8,59.9,"25,140",25.7,7%
301–350,University of Strathclyde,51.1–53.0,32.4,35.5,71.2,75.5,91.9,"20,400",16.3,25%
301–350,Swedish University of Agricultural Sciences,51.1–53.0,34.7,34.9,78.8,85.4,54.4,"4,437",4.7,8%
301–350,Tampere University,51.1–53.0,30.6,38.4,80.9,93.1,49.8,"16,236",20.7,7%
301–350,University of Tartu,51.1–53.0,32.8,31.8,86.5,64.1,60.7,"9,694",9,12%
301–350,Universiti Teknologi Petronas,51.1–53.0,33.8,37.8,77.7,67.9,77.8,"4,570",13.1,12%
301–350,The University of Tennessee-Knoxville,51.1–53.0,38,31.6,84.5,72.9,56.1,"28,377",17,3%
301–350,University of Turku,51.1–53.0,31.6,34.9,83.3,67,52.5,"13,528",15.7,6%
301–350,United Arab Emirates University,51.1–53.0,27,34.5,83.2,77.4,89.1,"8,147",12.6,18%
301–350,University College Cork,51.1–53.0,28.3,31.6,82.4,75.9,77.2,"18,567",21.1,16%
301–350,Washington State University,51.1–53.0,36.9,34.5,74.8,82.9,60.3,"28,896",18.8,6%
301–350,Western Sydney University,51.1–53.0,29.5,31.7,87.7,51.5,87.2,"35,590",41.8,21%
301–350,University of the Witwatersrand,51.1–53.0,33,42.9,72.4,81.3,76.3,"27,765",24.4,7%
301–350,Xiamen University,51.1–53.0,38,33.5,83.7,72.1,38.4,"44,715",15.1,2%
351–400,Aix-Marseille University,49.1–51.0,43,27.2,71.9,63.2,76.3,"72,946",17.3,14%
351–400,Amirkabir University of Technology,49.1–51.0,34.8,33.7,77,85.1,38.8,"9,859",20.2,3%
351–400,Autonomous University of Madrid,49.1–51.0,38.7,29.9,76.3,65.4,60.9,"30,227",13.4,15%
351–400,University of Bayreuth,49.1–51.0,38,40.8,65,83.4,67.7,"8,944",24.5,14%
351–400,University of Bordeaux,49.1–51.0,37.2,29.9,72.5,66.7,66.6,"52,643",21.7,14%
351–400,Brunel University London,49.1–51.0,25.2,26.5,80.7,60.1,98.4,"14,130",17.9,40%
351–400,University of Campinas,49.1–51.0,50,45.5,54,65.5,40.4,"32,252",18.9,3%
351–400,University of Canberra,49.1–51.0,24.1,31.6,82.4,40.8,88.3,"11,299",34.4,23%
351–400,Chongqing University,49.1–51.0,32.8,38.2,75.9,79.6,42,"42,607",20.1,2%
351–400,"City, University of London",49.1–51.0,27.4,30.9,78.6,61.8,95.5,"16,080",19.5,45%
351–400,University of Colorado Denver/Anschutz Medical Campus,49.1–51.0,33.4,23.7,93.7,73.4,36.9,"20,208",4.5,7%
351–400,University of Connecticut,49.1–51.0,41.2,30.2,72.8,68.7,64.6,"28,128",13.1,11%
351–400,Daegu Gyeongbuk Institute of Science and Technology (DGIST),49.1–51.0,48.8,38.9,64.8,78.1,34.5,742,6.3,4%
351–400,Edith Cowan University,49.1–51.0,23.7,26.2,86.9,69.2,87.6,"17,965",29.8,24%
351–400,University of Electronic Science and Technology of China,49.1–51.0,34.8,35.2,80.9,85.5,33.9,"37,498",15.7,3%
351–400,University of Florence,49.1–51.0,35.5,34.4,78.6,72.9,51.9,"40,535",24,10%
351–400,Free University of Bozen-Bolzano,49.1–51.0,31.8,22.8,85.5,45.6,78.6,"4,244",10.7,14%
351–400,University of Georgia,49.1–51.0,41.2,40.5,68.2,69.8,43.9,"37,565",15.7,6%
351–400,Hasselt University,49.1–51.0,33.5,38.1,69.1,83.9,71.6,"5,749",30.9,14%
351–400,Heriot-Watt University,49.1–51.0,34.3,33.4,65.2,75.1,94.8,"9,735",18.2,36%
351–400,Hokkaido University,49.1–51.0,51.2,44,47.4,95.1,47.5,"17,659",8.2,10%
351–400,Hunan University,49.1–51.0,28.9,30.4,92,75.2,32.5,"41,481",17.8,2%
351–400,Illinois Institute of Technology,49.1–51.0,42.6,26.9,67.8,91.5,73.2,"6,107",12.2,36%
351–400,Iowa State University,49.1–51.0,39.5,34.5,69.3,84.8,46,"28,591",17.1,8%
351–400,James Cook University,49.1–51.0,28.3,30.9,79.6,58.9,77.7,"9,759",17.3,9%
351–400,Justus Liebig University Giessen,49.1–51.0,34.4,38,72.5,70.5,62.7,"27,184",42.4,11%
351–400,University of Kansas,49.1–51.0,42.7,25.9,73.1,79.9,58.6,"23,410",9.5,7%
351–400,Koç University,49.1–51.0,31.8,40.5,68.9,91.9,57.4,"6,427",19.5,9%
351–400,Leibniz University Hannover,49.1–51.0,38.3,41.5,62.1,81.6,58.2,"19,807",39.5,15%
351–400,University of Manitoba,49.1–51.0,31.8,34.7,76.3,62.3,59.1,"30,316",30,21%
351–400,Middle East Technical University,49.1–51.0,44.2,43.1,53.6,81.9,56,"16,182",21.2,12%
351–400,University of Milan,49.1–51.0,31.3,31.8,87.3,69.5,47.2,"50,995",21.8,7%
351–400,University of Milan-Bicocca,49.1–51.0,27.8,26,91.1,66.7,47,"29,943",29.8,5%
351–400,Murdoch University,49.1–51.0,23.2,29.6,81.4,67.2,94.2,"14,816",34,38%
351–400,University of Naples Federico II,49.1–51.0,36.7,28.3,86.9,72,35.4,"56,127",19.5,2%
351–400,Peter the Great St Petersburg Polytechnic University,49.1–51.0,43.4,31.3,67.4,61.6,65.2,"16,400",10,33%
351–400,Sabancı University,49.1–51.0,31.7,37.9,69.5,90.2,66.6,"3,847",20.5,11%
351–400,University of St Gallen,49.1–51.0,33.8,21,81.4,66.6,93.6,"8,799",12.9,33%
351–400,University of Saskatchewan,49.1–51.0,39,35.1,62.9,95.8,78.9,"17,924",18.1,21%
351–400,University of Sharjah,49.1–51.0,20.7,25.7,93.8,29,98.8,"12,848",18.9,51%
351–400,Shenzhen University,49.1–51.0,27.8,34.3,85.3,57.9,42.4,"35,736",14,1%
351–400,Southern Medical University,49.1–51.0,44.1,36.7,74.8,56.4,30.4,"20,555",10.7,6%
351–400,University of Southern Queensland,49.1–51.0,28.4,25.9,88,46.9,81.8,"11,650",24.8,15%
351–400,Technion Israel Institute of Technology,49.1–51.0,37.5,34,66.9,68.1,71.8,"15,934",22.7,13%
351–400,Temple University,49.1–51.0,40.7,24.3,85.2,70.4,43.6,"34,069",12.3,6%
351–400,University of Texas at Dallas,49.1–51.0,29.5,28.3,84.9,72.3,62.7,"24,679",21.6,15%
351–400,University of Trento,49.1–51.0,29.3,34.8,80.5,65.2,61.1,"14,100",18.4,7%
351–400,University of Tsukuba,49.1–51.0,51.8,42.6,52.3,72.9,51.3,"15,506",12.1,16%
351–400,University of Victoria,49.1–51.0,27.4,31.2,80.1,63.8,88.9,"21,486",23.9,21%
351–400,York University,49.1–51.0,28.2,32.4,78.3,69.6,79.5,"44,038",29.1,28%
401–500,"Asia University, Taiwan",45.4–49.0,18.3,36.6,80.6,63.2,49.2,"11,431",29.5,4%
401–500,Aston University,45.4–49.0,22.2,26.5,82.5,64.1,95.2,"12,950",19,25%
401–500,Auckland University of Technology,45.4–49.0,23.8,21.2,84,40.8,92.4,"18,592",17.7,46%
401–500,Australian Catholic University,45.4–49.0,16.8,25.7,97,21.9,80.7,"23,843",38.4,14%
401–500,Bangor University,45.4–49.0,27.6,25.3,72.7,64.3,88.2,"8,130",14.8,23%
401–500,Bauman Moscow State Technical University,45.4–49.0,71.7,43.9,22.1,51.7,59.3,"16,061",6.6,18%
401–500,Bond University,45.4–49.0,28.2,23.1,82.5,23.1,82.3,"3,170",11.2,34%
401–500,Bournemouth University,45.4–49.0,23.2,21.1,86.7,38.4,89,"14,260",19.1,21%
401–500,University of Brescia,45.4–49.0,24.4,19.2,89.3,62.4,44.9,"14,615",24.2,6%
401–500,Universiti Brunei Darussalam,45.4–49.0,28.5,28.9,76,22.9,75.7,"3,503",11.3,14%
401–500,"University of California, Merced",45.4–49.0,26.2,23.9,86.8,48.1,55,"9,170",19.6,9%
401–500,Campus Bio-Medico University of Rome,45.4–49.0,32.6,29,76.9,48.8,31,"2,210",18.4,1%
401–500,University of Catania,45.4–49.0,32.4,22.7,81.2,59,34.9,"26,717",22.2,3%
401–500,Centrale Nantes,45.4–49.0,40.7,33.4,50.6,81.1,87.8,"1,678",14.8,39%
401–500,University of Central Florida,45.4–49.0,28.5,34.4,74.7,78.3,39.9,"65,269",39.1,4%
401–500,Charles Darwin University,45.4–49.0,24.8,32.5,73.9,36.3,81.6,"7,313",33.6,27%
401–500,Charles University,45.4–49.0,38.8,33.1,61.9,60.1,64.7,"51,728",13.4,23%
401–500,Chung-Ang University,45.4–49.0,37.4,38.4,52,98.3,62.6,"18,193",22.4,23%
401–500,Claude Bernard University Lyon 1,45.4–49.0,40.3,27.1,65,71.3,63.7,"27,444",12.7,14%
401–500,University of Coimbra,45.4–49.0,31.4,38.2,59.9,78,54.3,"21,767",18.4,15%
401–500,"Colorado State University, Fort Collins",45.4–49.0,33.4,31.7,74.4,69.4,46.6,"27,786",16.2,5%
401–500,Constructor University Bremen,45.4–49.0,36.7,35.9,48.9,84.7,93.5,"1,534",22.1,83%
401–500,Dalian University of Technology,45.4–49.0,37,35,68.1,86.8,40.2,"37,389",14.5,3%
401–500,University of Delaware,45.4–49.0,32.7,31.8,72.5,80.9,62.3,"21,545",16.1,11%
401–500,Dublin City University,45.4–49.0,24.5,35.2,77.1,62.8,73.9,"14,325",26.1,12%
401–500,École des Ponts ParisTech,45.4–49.0,43.9,30.3,55.7,87.2,82.7,"1,992",8.7,39%
401–500,Federal University of Toulouse Midi-Pyrénées,45.4–49.0,29.4,30.2,65.7,70.2,72.6,"111,949",22.9,15%
401–500,Florida International University,45.4–49.0,31,29.3,74.2,61.5,51,"35,006",22.4,9%
401–500,University of Fribourg,45.4–49.0,36.8,33.2,63.2,54.7,83.1,"6,961",16,15%
401–500,University of Genoa,45.4–49.0,36.1,28.3,78,73.4,47.3,"21,470",16.5,7%
401–500,George Mason University,45.4–49.0,29.7,27.5,82.7,62,59.9,"32,959",18.3,11%
401–500,Georgia State University,45.4–49.0,35,25.4,72.6,65.2,57.1,"30,821",15.7,7%
401–500,"Goldsmiths, University of London",45.4–49.0,29.2,25.2,75.4,28.9,81,"8,780",14.5,38%
401–500,University of Greifswald,45.4–49.0,35.5,29.9,73.8,60.2,57.1,"10,366",21.1,8%
401–500,University of Guelph,45.4–49.0,32.6,36.2,66.2,78.1,64.5,"22,936",27.3,10%
401–500,Gwangju Institute of Science and Technology (GIST),45.4–49.0,48.5,39.6,50.3,99.9,43.9,"1,795",9.5,7%
401–500,HSE University,45.4–49.0,34.4,44,57.3,56.5,51.4,"34,656",18.6,12%
401–500,University of Hull,45.4–49.0,27.4,24.3,74.3,59.8,85.4,"12,305",18,21%
401–500,Imam Mohammad Ibn Saud Islamic University,45.4–49.0,43.4,23.4,65.8,21.5,69.8,"42,107",10.5,3%
401–500,IMT Atlantique,45.4–49.0,47.5,36.5,43.6,90.5,84.8,"1,683",9.4,37%
401–500,Institut Agro,45.4–49.0,43.8,32.6,60.2,59.6,60.3,"3,117",10.8,13%
401–500,Iran University of Science and Technology,45.4–49.0,33.6,37.4,75.2,73.9,24.3,"14,679",32.7,1%
401–500,University of Johannesburg,45.4–49.0,28.6,36.3,66.8,44.8,81,"31,721",26.5,13%
401–500,Johannes Kepler University of Linz,45.4–49.0,36.8,35.4,58.2,98.7,71.7,"6,803",20.8,16%
401–500,University of Jyväskylä,45.4–49.0,31.4,34.1,78.2,53,49.7,"10,702",13.8,3%
401–500,Universiti Kebangsaan Malaysia,45.4–49.0,45.7,27.8,58.7,47.4,74.9,"16,764",10.1,18%
401–500,University of Kent,45.4–49.0,27.6,29,77.6,51.9,93.5,"16,515",18,27%
401–500,University of Kentucky,45.4–49.0,41.3,30.8,71.8,70.9,46.8,"27,540",11.3,3%
401–500,King Saud University,45.4–49.0,31.4,19.9,84.5,48.7,77.2,"50,906",11.9,6%
401–500,University of Limerick,45.4–49.0,27.1,32.6,64.1,75.9,76.1,"14,640",27.1,15%
401–500,Lincoln University,45.4–49.0,33.9,26.7,68.4,49.7,92,"2,562",14.5,33%
401–500,University of Lisbon,45.4–49.0,29.6,38,69.9,64.7,56.9,"49,847",18,16%
401–500,University of Marburg,45.4–49.0,36.7,31.4,68.8,63.1,62.3,"24,644",32.7,14%
401–500,Maynooth University,45.4–49.0,21.1,30.7,77,58.3,74.8,"11,885",28.5,12%
401–500,Missouri University of Science and Technology,45.4–49.0,33.2,28.7,69.6,88.1,72.4,"7,271",21.6,9%
401–500,Mizzou - University of Missouri,45.4–49.0,40.6,26,66,69.9,53.6,"25,993",12.3,3%
401–500,University of Modena and Reggio Emilia,45.4–49.0,32,24.6,79.6,80.3,40.2,"21,836",27,5%
401–500,National Research Nuclear University MEPhI,45.4–49.0,53.1,41,42.4,57.5,78.8,"4,993",9.2,28%
401–500,National Taiwan University of Science and Technology (Taiwan Tech),45.4–49.0,33.2,36.9,63.8,93.2,56.4,"9,221",18.5,19%
401–500,National Tsing Hua University,45.4–49.0,38.9,42.3,58.4,99.5,46.2,"13,979",16.2,12%
401–500,National Yang Ming Chiao Tung University,45.4–49.0,44,44.3,52.9,99.9,41.4,"16,944",14.6,9%
401–500,University of Nebraska-Lincoln,45.4–49.0,33.8,31.1,71.5,67,65.9,"23,920",16.6,9%
401–500,University of Neuchâtel,45.4–49.0,31.8,26.4,67.2,53.5,85.9,"4,379",11.8,21%
401–500,New Jersey Institute of Technology,45.4–49.0,27.4,23.5,69.2,69.8,93.6,"9,981",14.5,24%
401–500,University of Oregon,45.4–49.0,31.1,30.5,79.4,70.2,43.2,"21,185",13,6%
401–500,University of Passau,45.4–49.0,31.5,36.5,66.5,62.2,58.2,"8,536",58.2,13%
401–500,University of Pisa,45.4–49.0,31.1,31.2,80.5,68.7,43.2,"31,567",20.9,5%
401–500,University of Plymouth,45.4–49.0,24.4,21.9,79.5,66.1,80.6,"15,675",17.1,16%
401–500,Polytechnic University of Turin,45.4–49.0,29.7,30.2,73.5,85.8,53.2,"30,497",31.9,15%
401–500,Pontificia Universidad Católica de Chile,45.4–49.0,29.7,34.3,67.6,84.7,57.9,"30,448",15,3%
401–500,University of Porto,45.4–49.0,31.3,35.4,71.1,66.3,57.9,"36,386",16.9,17%
401–500,University of Portsmouth,45.4–49.0,20,20,84.5,40.6,94.7,"23,625",16.8,29%
401–500,Prince Sultan University (PSU),45.4–49.0,18.4,20.5,87,37.8,85.8,"5,982",17.4,11%
401–500,Quaid-i-Azam University,45.4–49.0,29.7,24.1,84.2,22.9,53.7,"11,386",20.3,1%
401–500,Université du Québec,45.4–49.0,33.7,33.8,57.2,71.5,74.3,"51,748",18.4,11%
401–500,Rensselaer Polytechnic Institute,45.4–49.0,34.1,30.3,60.9,89.9,78.7,"7,496",15.3,20%
401–500,Royal Veterinary College,45.4–49.0,30,20.7,75.6,61.1,95.1,"2,275",10.3,32%
401–500,Universiti Sains Malaysia,45.4–49.0,42.9,27.8,60,53.7,71.9,"24,850",12.1,28%
401–500,Saint Louis University,45.4–49.0,41.1,16.3,80.9,60.6,42,"11,041",7.3,6%
401–500,SOAS University of London,45.4–49.0,42.5,36.1,60.2,15.6,80.4,"4,845",14.9,45%
401–500,University of South Carolina-Columbia,45.4–49.0,35.9,24.6,75.1,63.4,59.2,"32,770",16.9,5%
401–500,Stevens Institute of Technology,45.4–49.0,26.9,25.3,74.6,62.4,80.8,"6,393",18.6,30%
401–500,University of Stirling,45.4–49.0,23,26.2,82.4,41,91.4,"10,650",18.7,28%
401–500,Sumy State University,45.4–49.0,24.3,13.5,68.9,20,63.2,"8,449",12,24%
401–500,Syracuse University,45.4–49.0,33.8,28.2,73.3,72.7,56.5,"19,214",14.1,21%
401–500,Taipei Medical University,45.4–49.0,47.4,32.6,60.9,85.1,48.5,"5,993",8.9,10%
401–500,University of Tehran,45.4–49.0,37.7,28.4,71.9,60.5,33.6,"54,890",26.6,2%
401–500,Universiti Teknologi Malaysia,45.4–49.0,44.1,29.3,65,55,71.5,"20,863",12.7,26%
401–500,Tokyo Medical and Dental University (TMDU),45.4–49.0,46.7,31.3,53.4,99,39,"2,990",4.4,12%
401–500,TU Dortmund University,45.4–49.0,35.7,42.2,62.3,72,57.3,"19,477",56,15%
401–500,Tulane University,45.4–49.0,42.9,24.4,73.1,67.8,50.7,"12,217",7.7,9%
401–500,University of Turin,45.4–49.0,23,30.1,84.5,74.4,45.5,"63,232",29.5,6%
401–500,Umeå University,45.4–49.0,26,33.5,80.2,60.6,64.9,"18,773",13.8,12%
401–500,Universiti Utara Malaysia,45.4–49.0,38.4,27.6,69.7,28.1,78.7,"12,229",11.5,30%
401–500,University of Vaasa,45.4–49.0,22,27.7,90.3,39.5,65.3,"3,927",18.8,4%
401–500,Verona University,45.4–49.0,29.6,26.2,84.1,67,46,"20,968",26,4%
401–500,Victoria University,45.4–49.0,27.4,29.9,73.1,57.2,75.5,"14,113",40,19%
401–500,Victoria University of Wellington,45.4–49.0,28.6,34.1,69.4,58.4,80.3,"18,231",19.4,17%
401–500,Virginia Commonwealth University,45.4–49.0,36.4,23.2,82.8,72.7,36.5,"25,944",10.6,3%
401–500,University of Waikato,45.4–49.0,26.1,31,74.3,72.4,89.8,"10,538",20.7,26%
401–500,Wake Forest University,45.4–49.0,39.6,22,80.6,78.5,38.7,"8,293",4.1,9%
401–500,Zayed University,45.4–49.0,28.3,25.4,85.7,35,74.5,"9,036",14.4,2%
501–600,Aberystwyth University,41.9–45.3,26.3,23,68.5,62.4,87.3,"6,180",15.6,23%
501–600,Åbo Akademi University,41.9–45.3,29.5,31.6,59.3,67.1,68.1,"5,637",18.2,13%
501–600,Ajou University,41.9–45.3,35.6,37.7,52.8,92.3,48,"7,714",14.9,17%
501–600,University of Alaska Fairbanks,41.9–45.3,34.5,31,63.1,47.5,70.1,"2,829",7.9,6%
501–600,Alfaisal University,41.9–45.3,24.1,15.2,72.7,42.1,97.7,"3,274",10.8,32%
501–600,American University of Beirut,41.9–45.3,29.7,17.9,73.5,66,72.9,"8,722",8.7,20%
501–600,Anglia Ruskin University (ARU),41.9–45.3,20.2,16.3,84.8,19,94.2,"17,200",24.1,41%
501–600,Anna University,41.9–45.3,32,26.3,72.4,51,20.4,"12,824",13.1,1%
501–600,University of L’Aquila,41.9–45.3,32.1,22.8,73.2,70.9,36.4,"18,822",31.7,5%
501–600,Auburn University,41.9–45.3,36,25.7,59.6,69.3,57.7,"27,670",18.2,8%
501–600,Babol Noshirvani University of Technology,41.9–45.3,21.5,21.5,94.4,28.4,25.3,"5,815",26.7,0%
501–600,Bar-Ilan University,41.9–45.3,30,34.1,54.1,85.8,46.8,"19,599",19,4%
501–600,Beirut Arab University,41.9–45.3,48.5,24.6,47.3,18.6,88.2,"4,834",10.4,21%
501–600,Ben-Gurion University of the Negev,41.9–45.3,34.1,30.6,59,71.6,34.5,"17,265",21.3,2%
501–600,University of Bradford,41.9–45.3,23.3,22.4,73.8,58.1,90.1,"8,970",19.5,31%
501–600,Brighton and Sussex Medical School,41.9–45.3,26.6,22,74.4,37.8,93.1,25,0.3,26%
501–600,Ca’ Foscari University of Venice,41.9–45.3,34.2,36.3,52.8,64.7,63,"15,053",29.5,7%
501–600,University of Calabria,41.9–45.3,34.9,19.5,69.6,47.4,43.2,"12,784",16.1,5%
501–600,University of Canterbury,41.9–45.3,28.6,30.9,62.4,68.2,85.1,"16,102",22,18%
501–600,Carleton University,41.9–45.3,22.6,31.2,67,75.5,77.2,"29,656",29.4,21%
501–600,Central Queensland University,41.9–45.3,19.7,26.7,76,39.5,65.3,"12,874",25.6,11%
501–600,"China University of Petroleum, Beijing",41.9–45.3,31.6,37.5,56.6,81.8,30.1,"18,061",18.6,7%
